Driver,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,season,round
ALB,18.0,0 days 00:01:23.390000,0 days 00:00:30.259000,0 days 00:00:23.501000,0 days 00:00:29.630000,SOFT,12.0,3.0,2020,9
ALB,19.0,0 days 00:01:24.621000,0 days 00:00:31.243000,0 days 00:00:23.460000,0 days 00:00:29.918000,SOFT,13.0,3.0,2020,9
ALB,20.0,0 days 00:01:23.206000,0 days 00:00:30.246000,0 days 00:00:23.264000,0 days 00:00:29.696000,SOFT,14.0,3.0,2020,9
ALB,21.0,0 days 00:01:23.787000,0 days 00:00:30.851000,0 days 00:00:23.146000,0 days 00:00:29.790000,SOFT,15.0,3.0,2020,9
ALB,22.0,0 days 00:01:23.628000,0 days 00:00:30.631000,0 days 00:00:23.099000,0 days 00:00:29.898000,SOFT,16.0,3.0,2020,9
ALB,23.0,0 days 00:01:23.899000,0 days 00:00:30.964000,0 days 00:00:23.071000,0 days 00:00:29.864000,SOFT,17.0,3.0,2020,9
ALB,24.0,0 days 00:01:23.732000,0 days 00:00:30.920000,0 days 00:00:23.235000,0 days 00:00:29.577000,SOFT,18.0,3.0,2020,9
ALB,25.0,0 days 00:01:23.779000,0 days 00:00:30.867000,0 days 00:00:23.103000,0 days 00:00:29.809000,SOFT,19.0,3.0,2020,9
ALB,26.0,0 days 00:01:24.076000,0 days 00:00:30.936000,0 days 00:00:23.366000,0 days 00:00:29.774000,SOFT,20.0,3.0,2020,9
ALB,27.0,0 days 00:01:23.927000,0 days 00:00:30.960000,0 days 00:00:23.190000,0 days 00:00:29.777000,SOFT,21.0,3.0,2020,9
ALB,28.0,0 days 00:01:23.675000,0 days 00:00:30.769000,0 days 00:00:23.151000,0 days 00:00:29.755000,SOFT,22.0,3.0,2020,9
ALB,29.0,0 days 00:01:24.459000,0 days 00:00:31.267000,0 days 00:00:23.184000,0 days 00:00:30.008000,SOFT,23.0,3.0,2020,9
ALB,30.0,0 days 00:01:24.313000,0 days 00:00:31.199000,0 days 00:00:23.301000,0 days 00:00:29.813000,SOFT,24.0,3.0,2020,9
ALB,31.0,0 days 00:01:25.240000,0 days 00:00:31.204000,0 days 00:00:23.575000,0 days 00:00:30.461000,SOFT,25.0,3.0,2020,9
ALB,32.0,0 days 00:01:40.967000,0 days 00:00:31.117000,0 days 00:00:23.224000,0 days 00:00:46.626000,SOFT,26.0,3.0,2020,9
ALB,33.0,0 days 00:01:28.884000,0 days 00:00:36.458000,0 days 00:00:23.108000,0 days 00:00:29.318000,MEDIUM,1.0,4.0,2020,9
ALB,34.0,0 days 00:01:22.119000,0 days 00:00:30.215000,0 days 00:00:22.572000,0 days 00:00:29.332000,MEDIUM,2.0,4.0,2020,9
ALB,35.0,0 days 00:01:22.684000,0 days 00:00:30.328000,0 days 00:00:23.119000,0 days 00:00:29.237000,MEDIUM,3.0,4.0,2020,9
ALB,36.0,0 days 00:01:22.314000,0 days 00:00:30.416000,0 days 00:00:22.692000,0 days 00:00:29.206000,MEDIUM,4.0,4.0,2020,9
ALB,37.0,0 days 00:01:21.917000,0 days 00:00:30.314000,0 days 00:00:22.538000,0 days 00:00:29.065000,MEDIUM,5.0,4.0,2020,9
ALB,38.0,0 days 00:01:22.562000,0 days 00:00:30.652000,0 days 00:00:22.699000,0 days 00:00:29.211000,MEDIUM,6.0,4.0,2020,9
ALB,39.0,0 days 00:01:21.756000,0 days 00:00:30.224000,0 days 00:00:22.516000,0 days 00:00:29.016000,MEDIUM,7.0,4.0,2020,9
ALB,40.0,0 days 00:01:22.154000,0 days 00:00:30.333000,0 days 00:00:22.604000,0 days 00:00:29.217000,MEDIUM,8.0,4.0,2020,9
ALB,41.0,0 days 00:01:22.242000,0 days 00:00:30.544000,0 days 00:00:22.460000,0 days 00:00:29.238000,MEDIUM,9.0,4.0,2020,9
ALB,42.0,0 days 00:01:22.038000,0 days 00:00:30.344000,0 days 00:00:22.480000,0 days 00:00:29.214000,MEDIUM,10.0,4.0,2020,9
ALB,43.0,0 days 00:01:50.967000,0 days 00:00:30.466000,0 days 00:00:23.202000,0 days 00:00:57.299000,MEDIUM,11.0,4.0,2020,9
ALB,44.0,0 days 00:01:50.321000,0 days 00:00:41.372000,0 days 00:00:29.574000,0 days 00:00:39.375000,SOFT,4.0,5.0,2020,9
ALB,45.0,,0 days 00:00:36.381000,0 days 00:00:26.259000,,SOFT,5.0,5.0,2020,9
ALB,46.0,,0 days 00:00:57.756000,0 days 00:00:38.821000,,SOFT,6.0,6.0,2020,9
ALB,47.0,0 days 00:01:25.553000,0 days 00:00:33.388000,0 days 00:00:23.140000,0 days 00:00:29.025000,SOFT,7.0,6.0,2020,9
ALB,48.0,0 days 00:01:20.854000,0 days 00:00:30.046000,0 days 00:00:22.279000,0 days 00:00:28.529000,SOFT,8.0,6.0,2020,9
ALB,49.0,0 days 00:01:21.037000,0 days 00:00:30.006000,0 days 00:00:22.374000,0 days 00:00:28.657000,SOFT,9.0,6.0,2020,9
ALB,50.0,0 days 00:01:20.464000,0 days 00:00:29.468000,0 days 00:00:22.377000,0 days 00:00:28.619000,SOFT,10.0,6.0,2020,9
ALB,51.0,0 days 00:01:20.039000,0 days 00:00:29.003000,0 days 00:00:22.320000,0 days 00:00:28.716000,SOFT,11.0,6.0,2020,9
ALB,52.0,0 days 00:01:20.642000,0 days 00:00:29.624000,0 days 00:00:22.256000,0 days 00:00:28.762000,SOFT,12.0,6.0,2020,9
ALB,53.0,0 days 00:01:20.830000,0 days 00:00:29.702000,0 days 00:00:22.177000,0 days 00:00:28.951000,SOFT,13.0,6.0,2020,9
ALB,54.0,0 days 00:01:20.977000,0 days 00:00:29.728000,0 days 00:00:22.428000,0 days 00:00:28.821000,SOFT,14.0,6.0,2020,9
ALB,55.0,0 days 00:01:20.665000,0 days 00:00:29.487000,0 days 00:00:22.380000,0 days 00:00:28.798000,SOFT,15.0,6.0,2020,9
ALB,56.0,0 days 00:01:20.830000,0 days 00:00:29.623000,0 days 00:00:22.380000,0 days 00:00:28.827000,SOFT,16.0,6.0,2020,9
ALB,57.0,0 days 00:01:20.774000,0 days 00:00:29.620000,0 days 00:00:22.340000,0 days 00:00:28.814000,SOFT,17.0,6.0,2020,9
ALB,58.0,0 days 00:01:20.180000,0 days 00:00:29.413000,0 days 00:00:22.061000,0 days 00:00:28.706000,SOFT,18.0,6.0,2020,9
ALB,59.0,0 days 00:01:21.273000,0 days 00:00:29.555000,0 days 00:00:22.333000,0 days 00:00:29.385000,SOFT,19.0,6.0,2020,9
KVY,1.0,0 days 00:02:02.355000,,0 days 00:00:46.407000,0 days 00:00:34.780000,MEDIUM,1.0,1.0,2020,9
KVY,2.0,0 days 00:02:24.130000,0 days 00:00:53.787000,0 days 00:00:43.304000,0 days 00:00:47.039000,MEDIUM,2.0,1.0,2020,9
KVY,3.0,0 days 00:02:17.237000,0 days 00:00:53.830000,0 days 00:00:36.938000,0 days 00:00:46.469000,MEDIUM,3.0,1.0,2020,9
KVY,4.0,0 days 00:02:14.702000,0 days 00:00:50.042000,0 days 00:00:37.638000,0 days 00:00:47.022000,MEDIUM,4.0,1.0,2020,9
KVY,5.0,0 days 00:02:12.980000,0 days 00:00:51.560000,0 days 00:00:35.621000,0 days 00:00:45.799000,MEDIUM,5.0,1.0,2020,9
KVY,6.0,0 days 00:02:13.715000,0 days 00:00:51.601000,0 days 00:00:37.960000,0 days 00:00:44.154000,MEDIUM,6.0,1.0,2020,9
KVY,7.0,0 days 00:02:12.074000,0 days 00:00:48.610000,0 days 00:00:32.581000,0 days 00:00:50.883000,MEDIUM,7.0,1.0,2020,9
KVY,8.0,,0 days 00:00:51.153000,0 days 00:00:42.325000,,MEDIUM,8.0,2.0,2020,9
KVY,9.0,,0 days 00:00:51.522000,0 days 00:00:47.046000,0 days 00:01:31.604000,SOFT,1.0,3.0,2020,9
KVY,10.0,0 days 00:01:30.149000,0 days 00:00:35.107000,0 days 00:00:25.113000,0 days 00:00:29.929000,SOFT,2.0,3.0,2020,9
KVY,11.0,0 days 00:01:25.065000,0 days 00:00:31.491000,0 days 00:00:23.584000,0 days 00:00:29.990000,SOFT,3.0,3.0,2020,9
KVY,12.0,0 days 00:01:24.182000,0 days 00:00:30.872000,0 days 00:00:23.347000,0 days 00:00:29.963000,SOFT,4.0,3.0,2020,9
KVY,13.0,0 days 00:01:24.505000,0 days 00:00:30.779000,0 days 00:00:23.504000,0 days 00:00:30.222000,SOFT,5.0,3.0,2020,9
KVY,14.0,0 days 00:01:24.835000,0 days 00:00:31.263000,0 days 00:00:23.541000,0 days 00:00:30.031000,SOFT,6.0,3.0,2020,9
KVY,15.0,0 days 00:01:24.220000,0 days 00:00:30.937000,0 days 00:00:23.287000,0 days 00:00:29.996000,SOFT,7.0,3.0,2020,9
KVY,16.0,0 days 00:01:24.222000,0 days 00:00:30.909000,0 days 00:00:23.326000,0 days 00:00:29.987000,SOFT,8.0,3.0,2020,9
KVY,17.0,0 days 00:01:24.695000,0 days 00:00:31.140000,0 days 00:00:23.576000,0 days 00:00:29.979000,SOFT,9.0,3.0,2020,9
KVY,18.0,0 days 00:01:24.453000,0 days 00:00:31.123000,0 days 00:00:23.301000,0 days 00:00:30.029000,SOFT,10.0,3.0,2020,9
KVY,19.0,0 days 00:01:24.285000,0 days 00:00:31.048000,0 days 00:00:23.235000,0 days 00:00:30.002000,SOFT,11.0,3.0,2020,9
KVY,20.0,0 days 00:01:24.311000,0 days 00:00:30.974000,0 days 00:00:23.277000,0 days 00:00:30.060000,SOFT,12.0,3.0,2020,9
KVY,21.0,0 days 00:01:25.001000,0 days 00:00:31.195000,0 days 00:00:23.416000,0 days 00:00:30.390000,SOFT,13.0,3.0,2020,9
KVY,22.0,0 days 00:01:24.437000,0 days 00:00:30.949000,0 days 00:00:23.305000,0 days 00:00:30.183000,SOFT,14.0,3.0,2020,9
KVY,23.0,0 days 00:01:24.765000,0 days 00:00:31.292000,0 days 00:00:23.253000,0 days 00:00:30.220000,SOFT,15.0,3.0,2020,9
KVY,24.0,0 days 00:01:25.354000,0 days 00:00:31.530000,0 days 00:00:23.555000,0 days 00:00:30.269000,SOFT,16.0,3.0,2020,9
KVY,25.0,0 days 00:01:25.223000,0 days 00:00:31.314000,0 days 00:00:23.627000,0 days 00:00:30.282000,SOFT,17.0,3.0,2020,9
KVY,26.0,0 days 00:01:24.951000,0 days 00:00:31.356000,0 days 00:00:23.347000,0 days 00:00:30.248000,SOFT,18.0,3.0,2020,9
KVY,27.0,0 days 00:01:25.205000,0 days 00:00:31.502000,0 days 00:00:23.551000,0 days 00:00:30.152000,SOFT,19.0,3.0,2020,9
KVY,28.0,0 days 00:01:25.689000,0 days 00:00:31.575000,0 days 00:00:23.660000,0 days 00:00:30.454000,SOFT,20.0,3.0,2020,9
KVY,29.0,0 days 00:01:43.589000,0 days 00:00:31.840000,0 days 00:00:23.597000,0 days 00:00:48.152000,SOFT,21.0,3.0,2020,9
KVY,30.0,0 days 00:01:30.827000,0 days 00:00:37.048000,0 days 00:00:23.842000,0 days 00:00:29.937000,MEDIUM,9.0,4.0,2020,9
KVY,31.0,0 days 00:01:23.516000,0 days 00:00:30.717000,0 days 00:00:23.155000,0 days 00:00:29.644000,MEDIUM,10.0,4.0,2020,9
KVY,32.0,0 days 00:01:23.016000,0 days 00:00:30.509000,0 days 00:00:22.793000,0 days 00:00:29.714000,MEDIUM,11.0,4.0,2020,9
KVY,33.0,0 days 00:01:23.047000,0 days 00:00:30.618000,0 days 00:00:22.843000,0 days 00:00:29.586000,MEDIUM,12.0,4.0,2020,9
KVY,34.0,0 days 00:01:23.226000,0 days 00:00:30.271000,0 days 00:00:23.185000,0 days 00:00:29.770000,MEDIUM,13.0,4.0,2020,9
KVY,35.0,0 days 00:01:23.086000,0 days 00:00:30.347000,0 days 00:00:23.055000,0 days 00:00:29.684000,MEDIUM,14.0,4.0,2020,9
KVY,36.0,0 days 00:01:22.589000,0 days 00:00:30.237000,0 days 00:00:22.854000,0 days 00:00:29.498000,MEDIUM,15.0,4.0,2020,9
KVY,37.0,0 days 00:01:24.531000,0 days 00:00:31.266000,0 days 00:00:23.414000,0 days 00:00:29.851000,MEDIUM,16.0,4.0,2020,9
KVY,38.0,0 days 00:01:23.553000,0 days 00:00:30.366000,0 days 00:00:23.324000,0 days 00:00:29.863000,MEDIUM,17.0,4.0,2020,9
KVY,39.0,0 days 00:01:23.890000,0 days 00:00:30.736000,0 days 00:00:23.266000,0 days 00:00:29.888000,MEDIUM,18.0,4.0,2020,9
KVY,40.0,0 days 00:01:23.538000,0 days 00:00:30.690000,0 days 00:00:23.080000,0 days 00:00:29.768000,MEDIUM,19.0,4.0,2020,9
KVY,41.0,0 days 00:01:23.354000,0 days 00:00:30.570000,0 days 00:00:23.125000,0 days 00:00:29.659000,MEDIUM,20.0,4.0,2020,9
KVY,42.0,0 days 00:01:23.405000,0 days 00:00:30.655000,0 days 00:00:23.026000,0 days 00:00:29.724000,MEDIUM,21.0,4.0,2020,9
KVY,43.0,0 days 00:01:59.157000,0 days 00:00:31.105000,0 days 00:00:38.833000,0 days 00:00:49.219000,MEDIUM,22.0,4.0,2020,9
KVY,44.0,0 days 00:01:51.464000,0 days 00:00:41.939000,0 days 00:00:30.544000,0 days 00:00:38.981000,SOFT,3.0,5.0,2020,9
KVY,45.0,,0 days 00:00:35.139000,0 days 00:00:35.990000,,SOFT,4.0,5.0,2020,9
KVY,46.0,,0 days 00:00:53.934000,0 days 00:00:38.728000,0 days 00:01:37.217000,SOFT,5.0,6.0,2020,9
KVY,47.0,0 days 00:01:27.634000,0 days 00:00:34.577000,0 days 00:00:23.646000,0 days 00:00:29.411000,SOFT,6.0,6.0,2020,9
KVY,48.0,0 days 00:01:22.451000,0 days 00:00:30.272000,0 days 00:00:22.795000,0 days 00:00:29.384000,SOFT,7.0,6.0,2020,9
KVY,49.0,0 days 00:01:21.529000,0 days 00:00:30.088000,0 days 00:00:22.446000,0 days 00:00:28.995000,SOFT,8.0,6.0,2020,9
KVY,50.0,0 days 00:01:21.749000,0 days 00:00:30.119000,0 days 00:00:22.415000,0 days 00:00:29.215000,SOFT,9.0,6.0,2020,9
KVY,51.0,0 days 00:01:21.458000,0 days 00:00:29.826000,0 days 00:00:22.416000,0 days 00:00:29.216000,SOFT,10.0,6.0,2020,9
KVY,52.0,0 days 00:01:21.631000,0 days 00:00:29.872000,0 days 00:00:22.454000,0 days 00:00:29.305000,SOFT,11.0,6.0,2020,9
KVY,53.0,0 days 00:01:21.682000,0 days 00:00:29.845000,0 days 00:00:22.465000,0 days 00:00:29.372000,SOFT,12.0,6.0,2020,9
KVY,54.0,0 days 00:01:21.670000,0 days 00:00:29.968000,0 days 00:00:22.368000,0 days 00:00:29.334000,SOFT,13.0,6.0,2020,9
KVY,55.0,0 days 00:01:21.490000,0 days 00:00:29.942000,0 days 00:00:22.256000,0 days 00:00:29.292000,SOFT,14.0,6.0,2020,9
KVY,56.0,0 days 00:01:21.524000,0 days 00:00:29.808000,0 days 00:00:22.391000,0 days 00:00:29.325000,SOFT,15.0,6.0,2020,9
KVY,57.0,0 days 00:01:21.468000,0 days 00:00:29.901000,0 days 00:00:22.359000,0 days 00:00:29.208000,SOFT,16.0,6.0,2020,9
KVY,58.0,0 days 00:01:21.588000,0 days 00:00:30.005000,0 days 00:00:22.364000,0 days 00:00:29.219000,SOFT,17.0,6.0,2020,9
KVY,59.0,0 days 00:01:21.594000,0 days 00:00:30.026000,0 days 00:00:22.408000,0 days 00:00:29.160000,SOFT,18.0,6.0,2020,9
RIC,1.0,0 days 00:01:56.335000,,0 days 00:00:43.570000,0 days 00:00:33.443000,SOFT,4.0,1.0,2020,9
RIC,2.0,0 days 00:02:24.786000,0 days 00:00:56.230000,0 days 00:00:42.372000,0 days 00:00:46.184000,SOFT,5.0,1.0,2020,9
RIC,3.0,0 days 00:02:17.351000,0 days 00:00:54.411000,0 days 00:00:37.485000,0 days 00:00:45.455000,SOFT,6.0,1.0,2020,9
RIC,4.0,0 days 00:02:15.385000,0 days 00:00:50.435000,0 days 00:00:38.954000,0 days 00:00:45.996000,SOFT,7.0,1.0,2020,9
RIC,5.0,0 days 00:02:12.873000,0 days 00:00:50.836000,0 days 00:00:36.655000,0 days 00:00:45.382000,SOFT,8.0,1.0,2020,9
RIC,6.0,0 days 00:02:17.585000,0 days 00:00:51.381000,0 days 00:00:39.214000,0 days 00:00:46.990000,SOFT,9.0,1.0,2020,9
RIC,7.0,0 days 00:02:07.885000,0 days 00:00:45.135000,0 days 00:00:33.389000,0 days 00:00:49.361000,SOFT,10.0,1.0,2020,9
RIC,8.0,,0 days 00:00:52.379000,0 days 00:00:42.192000,,SOFT,11.0,2.0,2020,9
RIC,9.0,,0 days 00:00:55.264000,0 days 00:00:47.401000,0 days 00:01:36.154000,SOFT,3.0,3.0,2020,9
RIC,10.0,0 days 00:01:28.423000,0 days 00:00:34.679000,0 days 00:00:24.008000,0 days 00:00:29.736000,SOFT,4.0,3.0,2020,9
RIC,11.0,0 days 00:01:24.163000,0 days 00:00:31.020000,0 days 00:00:23.465000,0 days 00:00:29.678000,SOFT,5.0,3.0,2020,9
RIC,12.0,0 days 00:01:23.778000,0 days 00:00:30.750000,0 days 00:00:23.446000,0 days 00:00:29.582000,SOFT,6.0,3.0,2020,9
RIC,13.0,0 days 00:01:24.037000,0 days 00:00:31.005000,0 days 00:00:23.350000,0 days 00:00:29.682000,SOFT,7.0,3.0,2020,9
RIC,14.0,0 days 00:01:23.356000,0 days 00:00:30.596000,0 days 00:00:23.284000,0 days 00:00:29.476000,SOFT,8.0,3.0,2020,9
RIC,15.0,0 days 00:01:23.508000,0 days 00:00:30.173000,0 days 00:00:23.431000,0 days 00:00:29.904000,SOFT,9.0,3.0,2020,9
RIC,16.0,0 days 00:01:23.999000,0 days 00:00:30.716000,0 days 00:00:23.528000,0 days 00:00:29.755000,SOFT,10.0,3.0,2020,9
RIC,17.0,0 days 00:01:24.128000,0 days 00:00:30.762000,0 days 00:00:23.503000,0 days 00:00:29.863000,SOFT,11.0,3.0,2020,9
RIC,18.0,0 days 00:01:24.270000,0 days 00:00:30.981000,0 days 00:00:23.522000,0 days 00:00:29.767000,SOFT,12.0,3.0,2020,9
RIC,19.0,0 days 00:01:23.372000,0 days 00:00:30.125000,0 days 00:00:23.307000,0 days 00:00:29.940000,SOFT,13.0,3.0,2020,9
RIC,20.0,0 days 00:01:23.710000,0 days 00:00:30.613000,0 days 00:00:23.201000,0 days 00:00:29.896000,SOFT,14.0,3.0,2020,9
RIC,21.0,0 days 00:01:23.744000,0 days 00:00:30.474000,0 days 00:00:23.124000,0 days 00:00:30.146000,SOFT,15.0,3.0,2020,9
RIC,22.0,0 days 00:01:23.464000,0 days 00:00:30.564000,0 days 00:00:23.068000,0 days 00:00:29.832000,SOFT,16.0,3.0,2020,9
RIC,23.0,0 days 00:01:23.614000,0 days 00:00:30.731000,0 days 00:00:23.055000,0 days 00:00:29.828000,SOFT,17.0,3.0,2020,9
RIC,24.0,0 days 00:01:23.590000,0 days 00:00:30.736000,0 days 00:00:23.072000,0 days 00:00:29.782000,SOFT,18.0,3.0,2020,9
RIC,25.0,0 days 00:01:24.374000,0 days 00:00:30.959000,0 days 00:00:23.207000,0 days 00:00:30.208000,SOFT,19.0,3.0,2020,9
RIC,26.0,0 days 00:01:24.049000,0 days 00:00:30.978000,0 days 00:00:23.050000,0 days 00:00:30.021000,SOFT,20.0,3.0,2020,9
RIC,27.0,0 days 00:01:41.016000,0 days 00:00:31.080000,0 days 00:00:23.214000,0 days 00:00:46.722000,SOFT,21.0,3.0,2020,9
RIC,28.0,0 days 00:01:26.729000,0 days 00:00:34.774000,0 days 00:00:22.454000,0 days 00:00:29.501000,MEDIUM,1.0,4.0,2020,9
RIC,29.0,0 days 00:01:24.891000,0 days 00:00:30.960000,0 days 00:00:23.721000,0 days 00:00:30.210000,MEDIUM,2.0,4.0,2020,9
RIC,30.0,0 days 00:01:23.257000,0 days 00:00:29.867000,0 days 00:00:23.448000,0 days 00:00:29.942000,MEDIUM,3.0,4.0,2020,9
RIC,31.0,0 days 00:01:23.555000,0 days 00:00:30.377000,0 days 00:00:23.320000,0 days 00:00:29.858000,MEDIUM,4.0,4.0,2020,9
RIC,32.0,0 days 00:01:23.662000,0 days 00:00:30.374000,0 days 00:00:23.317000,0 days 00:00:29.971000,MEDIUM,5.0,4.0,2020,9
RIC,33.0,0 days 00:01:23.211000,0 days 00:00:30.416000,0 days 00:00:23,0 days 00:00:29.795000,MEDIUM,6.0,4.0,2020,9
RIC,34.0,0 days 00:01:23.264000,0 days 00:00:30.392000,0 days 00:00:23.034000,0 days 00:00:29.838000,MEDIUM,7.0,4.0,2020,9
RIC,35.0,0 days 00:01:23.213000,0 days 00:00:30.356000,0 days 00:00:23.005000,0 days 00:00:29.852000,MEDIUM,8.0,4.0,2020,9
RIC,36.0,0 days 00:01:23.137000,0 days 00:00:30.381000,0 days 00:00:23.015000,0 days 00:00:29.741000,MEDIUM,9.0,4.0,2020,9
RIC,37.0,0 days 00:01:22.952000,0 days 00:00:30.309000,0 days 00:00:23.069000,0 days 00:00:29.574000,MEDIUM,10.0,4.0,2020,9
RIC,38.0,0 days 00:01:22.503000,0 days 00:00:30.143000,0 days 00:00:22.728000,0 days 00:00:29.632000,MEDIUM,11.0,4.0,2020,9
RIC,39.0,0 days 00:01:22.213000,0 days 00:00:29.875000,0 days 00:00:22.670000,0 days 00:00:29.668000,MEDIUM,12.0,4.0,2020,9
RIC,40.0,0 days 00:01:22.591000,0 days 00:00:30.158000,0 days 00:00:22.860000,0 days 00:00:29.573000,MEDIUM,13.0,4.0,2020,9
RIC,41.0,0 days 00:01:22.483000,0 days 00:00:30.157000,0 days 00:00:22.814000,0 days 00:00:29.512000,MEDIUM,14.0,4.0,2020,9
RIC,42.0,0 days 00:01:22.152000,0 days 00:00:30.121000,0 days 00:00:22.586000,0 days 00:00:29.445000,MEDIUM,15.0,4.0,2020,9
RIC,43.0,0 days 00:01:47.997000,0 days 00:00:30.022000,0 days 00:00:22.611000,0 days 00:00:55.364000,MEDIUM,16.0,4.0,2020,9
RIC,44.0,0 days 00:01:50.108000,0 days 00:00:40.591000,0 days 00:00:31.092000,0 days 00:00:38.425000,SOFT,12.0,5.0,2020,9
RIC,45.0,,0 days 00:00:36.774000,0 days 00:00:29.739000,,SOFT,13.0,5.0,2020,9
RIC,46.0,,0 days 00:01:01.272000,0 days 00:00:39.254000,,SOFT,4.0,6.0,2020,9
RIC,47.0,0 days 00:01:24.727000,0 days 00:00:32.713000,0 days 00:00:22.876000,0 days 00:00:29.138000,SOFT,5.0,6.0,2020,9
RIC,48.0,0 days 00:01:21.530000,0 days 00:00:30.259000,0 days 00:00:22.357000,0 days 00:00:28.914000,SOFT,6.0,6.0,2020,9
RIC,49.0,0 days 00:01:20.712000,0 days 00:00:29.672000,0 days 00:00:22.263000,0 days 00:00:28.777000,SOFT,7.0,6.0,2020,9
RIC,50.0,0 days 00:01:20.856000,0 days 00:00:29.537000,0 days 00:00:22.280000,0 days 00:00:29.039000,SOFT,8.0,6.0,2020,9
RIC,51.0,0 days 00:01:22.229000,0 days 00:00:30.536000,0 days 00:00:22.541000,0 days 00:00:29.152000,SOFT,9.0,6.0,2020,9
RIC,52.0,0 days 00:01:21.333000,0 days 00:00:29.737000,0 days 00:00:22.399000,0 days 00:00:29.197000,SOFT,10.0,6.0,2020,9
RIC,53.0,0 days 00:01:21.138000,0 days 00:00:29.649000,0 days 00:00:22.404000,0 days 00:00:29.085000,SOFT,11.0,6.0,2020,9
RIC,54.0,0 days 00:01:20.919000,0 days 00:00:29.493000,0 days 00:00:22.417000,0 days 00:00:29.009000,SOFT,12.0,6.0,2020,9
RIC,55.0,0 days 00:01:20.656000,0 days 00:00:29.397000,0 days 00:00:22.184000,0 days 00:00:29.075000,SOFT,13.0,6.0,2020,9
RIC,56.0,0 days 00:01:20.628000,0 days 00:00:29.441000,0 days 00:00:22.291000,0 days 00:00:28.896000,SOFT,14.0,6.0,2020,9
RIC,57.0,0 days 00:01:20.426000,0 days 00:00:29.409000,0 days 00:00:22.058000,0 days 00:00:28.959000,SOFT,15.0,6.0,2020,9
RIC,58.0,0 days 00:01:20.643000,0 days 00:00:29.452000,0 days 00:00:22.123000,0 days 00:00:29.068000,SOFT,16.0,6.0,2020,9
RIC,59.0,0 days 00:01:21.096000,0 days 00:00:29.422000,0 days 00:00:22.460000,0 days 00:00:29.214000,SOFT,17.0,6.0,2020,9
OCO,1.0,0 days 00:02:03.478000,,0 days 00:00:46.627000,0 days 00:00:34.901000,SOFT,4.0,1.0,2020,9
OCO,2.0,0 days 00:02:23.856000,0 days 00:00:54.334000,0 days 00:00:42.533000,0 days 00:00:46.989000,SOFT,5.0,1.0,2020,9
OCO,3.0,0 days 00:02:17.987000,0 days 00:00:54.325000,0 days 00:00:37.004000,0 days 00:00:46.658000,SOFT,6.0,1.0,2020,9
OCO,4.0,0 days 00:02:14.439000,0 days 00:00:49.470000,0 days 00:00:37.969000,0 days 00:00:47,SOFT,7.0,1.0,2020,9
OCO,5.0,0 days 00:02:13.705000,0 days 00:00:51.931000,0 days 00:00:35.513000,0 days 00:00:46.261000,SOFT,8.0,1.0,2020,9
OCO,6.0,0 days 00:02:11.793000,0 days 00:00:51.365000,0 days 00:00:37.097000,0 days 00:00:43.331000,SOFT,9.0,1.0,2020,9
OCO,7.0,0 days 00:02:13.823000,0 days 00:00:49.869000,0 days 00:00:32.349000,0 days 00:00:51.605000,SOFT,10.0,1.0,2020,9
OCO,8.0,,0 days 00:00:50.449000,0 days 00:00:41.993000,,SOFT,11.0,2.0,2020,9
VER,1.0,,,,,SOFT,4.0,1.0,2020,9
NOR,1.0,0 days 00:01:59.936000,,0 days 00:00:45.211000,0 days 00:00:34.097000,SOFT,1.0,1.0,2020,9
NOR,2.0,0 days 00:02:24.371000,0 days 00:00:54.704000,0 days 00:00:42.794000,0 days 00:00:46.873000,SOFT,2.0,1.0,2020,9
NOR,3.0,0 days 00:02:17.331000,0 days 00:00:54.079000,0 days 00:00:36.861000,0 days 00:00:46.391000,SOFT,3.0,1.0,2020,9
NOR,4.0,0 days 00:02:14.602000,0 days 00:00:49.276000,0 days 00:00:39.252000,0 days 00:00:46.074000,SOFT,4.0,1.0,2020,9
NOR,5.0,0 days 00:02:12.713000,0 days 00:00:51.182000,0 days 00:00:36.380000,0 days 00:00:45.151000,SOFT,5.0,1.0,2020,9
NOR,6.0,0 days 00:02:15.809000,0 days 00:00:51.867000,0 days 00:00:38.640000,0 days 00:00:45.302000,SOFT,6.0,1.0,2020,9
NOR,7.0,0 days 00:02:10.596000,0 days 00:00:47.599000,0 days 00:00:32.342000,0 days 00:00:50.655000,SOFT,7.0,1.0,2020,9
NOR,8.0,,0 days 00:00:51.519000,0 days 00:00:41.797000,,SOFT,8.0,2.0,2020,9
NOR,9.0,,0 days 00:00:52,0 days 00:00:47.140000,0 days 00:01:33.514000,SOFT,4.0,3.0,2020,9
NOR,10.0,0 days 00:01:29.731000,0 days 00:00:34.922000,0 days 00:00:24.946000,0 days 00:00:29.863000,SOFT,5.0,3.0,2020,9
NOR,11.0,0 days 00:01:24.739000,0 days 00:00:31.453000,0 days 00:00:23.497000,0 days 00:00:29.789000,SOFT,6.0,3.0,2020,9
NOR,12.0,0 days 00:01:23.851000,0 days 00:00:30.927000,0 days 00:00:23.152000,0 days 00:00:29.772000,SOFT,7.0,3.0,2020,9
NOR,13.0,0 days 00:01:24.469000,0 days 00:00:30.957000,0 days 00:00:23.413000,0 days 00:00:30.099000,SOFT,8.0,3.0,2020,9
