Driver,position,Q1,Q2,Q3,season,round
LEC,11.0,0 days 00:01:29.706000,0 days 00:01:29.864000,,2018,17
MAG,12.0,0 days 00:01:30.219000,0 days 00:01:30.226000,,2018,17
SAI,13.0,0 days 00:01:30.236000,0 days 00:01:30.490000,,2018,17
STR,14.0,0 days 00:01:30.317000,0 days 00:01:30.714000,,2018,17
RIC,15.0,0 days 00:01:29.806000,,,2018,17
HUL,16.0,0 days 00:01:30.361000,,,2018,17
SIR,17.0,0 days 00:01:30.372000,,,2018,17
ALO,18.0,0 days 00:01:30.573000,,,2018,17
VAN,19.0,0 days 00:01:31.041000,,,2018,17
ERI,20.0,0 days 00:01:31.213000,,,2018,17
HAM,1.0,0 days 00:01:34.130000,0 days 00:01:33.480000,0 days 00:01:32.237000,2018,18
VET,2.0,0 days 00:01:34.569000,0 days 00:01:33.079000,0 days 00:01:32.298000,2018,18
RAI,3.0,0 days 00:01:34.703000,0 days 00:01:32.884000,0 days 00:01:32.307000,2018,18
BOT,4.0,0 days 00:01:34.518000,0 days 00:01:33.702000,0 days 00:01:32.616000,2018,18
RIC,5.0,0 days 00:01:34.755000,0 days 00:01:34.185000,0 days 00:01:33.494000,2018,18
OCO,6.0,0 days 00:01:34.876000,0 days 00:01:34.522000,0 days 00:01:34.145000,2018,18
HUL,7.0,0 days 00:01:34.932000,0 days 00:01:34.564000,0 days 00:01:34.215000,2018,18
GRO,8.0,0 days 00:01:34.892000,0 days 00:01:34.419000,0 days 00:01:34.250000,2018,18
LEC,9.0,0 days 00:01:35.069000,0 days 00:01:34.255000,0 days 00:01:34.420000,2018,18
PER,10.0,0 days 00:01:35.193000,0 days 00:01:34.525000,0 days 00:01:34.594000,2018,18
SAI,11.0,0 days 00:01:34.891000,0 days 00:01:34.566000,,2018,18
MAG,12.0,0 days 00:01:34.972000,0 days 00:01:34.732000,,2018,18
GAS,13.0,0 days 00:01:34.850000,,,2018,18
HAR,14.0,0 days 00:01:35.206000,,,2018,18
VER,15.0,0 days 00:01:34.766000,,,2018,18
ALO,16.0,0 days 00:01:35.294000,,,2018,18
SIR,17.0,0 days 00:01:35.362000,,,2018,18
STR,18.0,0 days 00:01:35.480000,,,2018,18
ERI,19.0,0 days 00:01:35.536000,,,2018,18
VAN,20.0,0 days 00:01:35.735000,,,2018,18
RIC,1.0,0 days 00:01:15.866000,0 days 00:01:15.845000,0 days 00:01:14.759000,2018,19
VER,2.0,0 days 00:01:15.756000,0 days 00:01:15.640000,0 days 00:01:14.785000,2018,19
HAM,3.0,0 days 00:01:15.673000,0 days 00:01:15.644000,0 days 00:01:14.894000,2018,19
VET,4.0,0 days 00:01:16.089000,0 days 00:01:15.715000,0 days 00:01:14.970000,2018,19
BOT,5.0,0 days 00:01:15.580000,0 days 00:01:15.923000,0 days 00:01:15.160000,2018,19
RAI,6.0,0 days 00:01:16.446000,0 days 00:01:15.996000,0 days 00:01:15.330000,2018,19
HUL,7.0,0 days 00:01:16.498000,0 days 00:01:16.126000,0 days 00:01:15.827000,2018,19
SAI,8.0,0 days 00:01:16.813000,0 days 00:01:16.188000,0 days 00:01:16.084000,2018,19
LEC,9.0,0 days 00:01:16.862000,0 days 00:01:16.320000,0 days 00:01:16.189000,2018,19
ERI,10.0,0 days 00:01:16.701000,0 days 00:01:16.633000,0 days 00:01:16.513000,2018,19
OCO,11.0,0 days 00:01:16.252000,0 days 00:01:16.844000,,2018,19
ALO,12.0,0 days 00:01:16.857000,0 days 00:01:16.871000,,2018,19
PER,13.0,0 days 00:01:16.242000,0 days 00:01:17.167000,,2018,19
HAR,14.0,0 days 00:01:16.682000,0 days 00:01:17.184000,,2018,19
GAS,15.0,0 days 00:01:16.828000,,,2018,19
GRO,16.0,0 days 00:01:16.911000,,,2018,19
VAN,17.0,0 days 00:01:16.966000,,,2018,19
MAG,18.0,0 days 00:01:17.599000,,,2018,19
STR,19.0,0 days 00:01:17.689000,,,2018,19
SIR,20.0,0 days 00:01:17.886000,,,2018,19
HAM,1.0,0 days 00:01:08.464000,0 days 00:01:07.795000,0 days 00:01:07.281000,2018,20
VET,2.0,0 days 00:01:08.452000,0 days 00:01:07.776000,0 days 00:01:07.374000,2018,20
BOT,3.0,0 days 00:01:08.492000,0 days 00:01:07.727000,0 days 00:01:07.441000,2018,20
RAI,4.0,0 days 00:01:08.452000,0 days 00:01:08.028000,0 days 00:01:07.456000,2018,20
VER,5.0,0 days 00:01:08.205000,0 days 00:01:08.017000,0 days 00:01:07.778000,2018,20
RIC,6.0,0 days 00:01:08.544000,0 days 00:01:08.055000,0 days 00:01:07.780000,2018,20
ERI,7.0,0 days 00:01:08.754000,0 days 00:01:08.579000,0 days 00:01:08.296000,2018,20
LEC,8.0,0 days 00:01:08.667000,0 days 00:01:08.335000,0 days 00:01:08.492000,2018,20
GRO,9.0,0 days 00:01:08.735000,0 days 00:01:08.239000,0 days 00:01:08.517000,2018,20
GAS,10.0,0 days 00:01:09.046000,0 days 00:01:08.616000,0 days 00:01:09.029000,2018,20
MAG,11.0,0 days 00:01:08.474000,0 days 00:01:08.659000,,2018,20
PER,12.0,0 days 00:01:09.217000,0 days 00:01:08.741000,,2018,20
OCO,13.0,0 days 00:01:09.264000,0 days 00:01:08.770000,,2018,20
HUL,14.0,0 days 00:01:09.009000,0 days 00:01:08.834000,,2018,20
SIR,15.0,0 days 00:01:09.259000,0 days 00:01:10.381000,,2018,20
SAI,16.0,0 days 00:01:09.269000,,,2018,20
HAR,17.0,0 days 00:01:09.280000,,,2018,20
ALO,18.0,0 days 00:01:09.402000,,,2018,20
STR,19.0,0 days 00:01:09.441000,,,2018,20
VAN,20.0,0 days 00:01:09.601000,,,2018,20
HAM,1.0,0 days 00:01:36.828000,0 days 00:01:35.693000,0 days 00:01:34.794000,2018,21
BOT,2.0,0 days 00:01:36.789000,0 days 00:01:36.392000,0 days 00:01:34.956000,2018,21
VET,3.0,0 days 00:01:36.775000,0 days 00:01:36.345000,0 days 00:01:35.125000,2018,21
RAI,4.0,0 days 00:01:37.010000,0 days 00:01:36.735000,0 days 00:01:35.365000,2018,21
RIC,5.0,0 days 00:01:37.117000,0 days 00:01:36.964000,0 days 00:01:35.401000,2018,21
VER,6.0,0 days 00:01:37.195000,0 days 00:01:36.144000,0 days 00:01:35.589000,2018,21
GRO,7.0,0 days 00:01:37.575000,0 days 00:01:36.732000,0 days 00:01:36.192000,2018,21
LEC,8.0,0 days 00:01:37.124000,0 days 00:01:36.580000,0 days 00:01:36.237000,2018,21
OCO,9.0,0 days 00:01:36.936000,0 days 00:01:36.814000,0 days 00:01:36.540000,2018,21
HUL,10.0,0 days 00:01:37.569000,0 days 00:01:36.630000,0 days 00:01:36.542000,2018,21
SAI,11.0,0 days 00:01:37.757000,0 days 00:01:36.982000,,2018,21
ERI,12.0,0 days 00:01:37.619000,0 days 00:01:37.132000,,2018,21
MAG,13.0,0 days 00:01:37.934000,0 days 00:01:37.309000,,2018,21
PER,14.0,0 days 00:01:37.255000,0 days 00:01:37.541000,,2018,21
ALO,15.0,0 days 00:01:37.890000,0 days 00:01:37.743000,,2018,21
HAR,16.0,0 days 00:01:37.994000,,,2018,21
GAS,17.0,0 days 00:01:38.166000,,,2018,21
VAN,18.0,0 days 00:01:38.577000,,,2018,21
SIR,19.0,0 days 00:01:38.635000,,,2018,21
STR,20.0,0 days 00:01:38.682000,,,2018,21
HAM,1.0,0 days 00:01:22.043000,0 days 00:01:21.014000,0 days 00:01:20.486000,2019,1
BOT,2.0,0 days 00:01:22.367000,0 days 00:01:21.193000,0 days 00:01:20.598000,2019,1
VET,3.0,0 days 00:01:22.885000,0 days 00:01:21.912000,0 days 00:01:21.190000,2019,1
VER,4.0,0 days 00:01:22.876000,0 days 00:01:21.678000,0 days 00:01:21.320000,2019,1
LEC,5.0,0 days 00:01:22.017000,0 days 00:01:21.739000,0 days 00:01:21.442000,2019,1
GRO,6.0,0 days 00:01:22.959000,0 days 00:01:21.870000,0 days 00:01:21.826000,2019,1
MAG,7.0,0 days 00:01:22.519000,0 days 00:01:22.221000,0 days 00:01:22.099000,2019,1
NOR,8.0,0 days 00:01:22.702000,0 days 00:01:22.423000,0 days 00:01:22.304000,2019,1
RAI,9.0,0 days 00:01:22.966000,0 days 00:01:22.349000,0 days 00:01:22.314000,2019,1
PER,10.0,0 days 00:01:22.908000,0 days 00:01:22.532000,0 days 00:01:22.781000,2019,1
HUL,11.0,0 days 00:01:22.540000,0 days 00:01:22.562000,,2019,1
RIC,12.0,0 days 00:01:22.921000,0 days 00:01:22.570000,,2019,1
ALB,13.0,0 days 00:01:22.757000,0 days 00:01:22.636000,,2019,1
GIO,14.0,0 days 00:01:22.431000,0 days 00:01:22.714000,,2019,1
KVY,15.0,0 days 00:01:22.511000,0 days 00:01:22.774000,,2019,1
STR,16.0,0 days 00:01:23.017000,,,2019,1
GAS,17.0,0 days 00:01:23.020000,,,2019,1
SAI,18.0,0 days 00:01:23.084000,,,2019,1
RUS,19.0,0 days 00:01:24.360000,,,2019,1
KUB,20.0,0 days 00:01:26.067000,,,2019,1
LEC,1.0,0 days 00:01:28.495000,0 days 00:01:28.046000,0 days 00:01:27.866000,2019,2
VET,2.0,0 days 00:01:28.733000,0 days 00:01:28.356000,0 days 00:01:28.160000,2019,2
HAM,3.0,0 days 00:01:29.262000,0 days 00:01:28.578000,0 days 00:01:28.190000,2019,2
BOT,4.0,0 days 00:01:29.498000,0 days 00:01:28.830000,0 days 00:01:28.256000,2019,2
VER,5.0,0 days 00:01:29.579000,0 days 00:01:29.109000,0 days 00:01:28.752000,2019,2
MAG,6.0,0 days 00:01:29.532000,0 days 00:01:29.017000,0 days 00:01:28.757000,2019,2
SAI,7.0,0 days 00:01:29.528000,0 days 00:01:29.055000,0 days 00:01:28.813000,2019,2
GRO,8.0,0 days 00:01:29.688000,0 days 00:01:29.249000,0 days 00:01:29.015000,2019,2
RAI,9.0,0 days 00:01:29.959000,0 days 00:01:29.471000,0 days 00:01:29.022000,2019,2
NOR,10.0,0 days 00:01:29.381000,0 days 00:01:29.258000,0 days 00:01:29.043000,2019,2
RIC,11.0,0 days 00:01:29.859000,0 days 00:01:29.488000,,2019,2
ALB,12.0,0 days 00:01:29.514000,0 days 00:01:29.513000,,2019,2
GAS,13.0,0 days 00:01:29.900000,0 days 00:01:29.526000,,2019,2
PER,14.0,0 days 00:01:29.893000,0 days 00:01:29.756000,,2019,2
KVY,15.0,0 days 00:01:29.876000,0 days 00:01:29.854000,,2019,2
GIO,16.0,0 days 00:01:30.026000,,,2019,2
HUL,17.0,0 days 00:01:30.034000,,,2019,2
STR,18.0,0 days 00:01:30.217000,,,2019,2
RUS,19.0,0 days 00:01:31.759000,,,2019,2
KUB,20.0,0 days 00:01:31.799000,,,2019,2
BOT,1.0,0 days 00:01:32.658000,0 days 00:01:31.728000,0 days 00:01:31.547000,2019,3
HAM,2.0,0 days 00:01:33.115000,0 days 00:01:31.637000,0 days 00:01:31.570000,2019,3
VET,3.0,0 days 00:01:33.557000,0 days 00:01:32.232000,0 days 00:01:31.848000,2019,3
LEC,4.0,0 days 00:01:32.712000,0 days 00:01:32.324000,0 days 00:01:31.865000,2019,3
VER,5.0,0 days 00:01:33.274000,0 days 00:01:32.369000,0 days 00:01:32.089000,2019,3
GAS,6.0,0 days 00:01:33.863000,0 days 00:01:32.948000,0 days 00:01:32.930000,2019,3
RIC,7.0,0 days 00:01:33.709000,0 days 00:01:33.214000,0 days 00:01:32.958000,2019,3
HUL,8.0,0 days 00:01:33.644000,0 days 00:01:33.968000,0 days 00:01:32.962000,2019,3
MAG,9.0,0 days 00:01:34.036000,0 days 00:01:33.150000,,2019,3
GRO,10.0,0 days 00:01:33.752000,0 days 00:01:33.156000,,2019,3
KVY,11.0,0 days 00:01:33.783000,0 days 00:01:33.236000,,2019,3
PER,12.0,0 days 00:01:34.026000,0 days 00:01:33.299000,,2019,3
RAI,13.0,0 days 00:01:34.125000,0 days 00:01:33.419000,,2019,3
SAI,14.0,0 days 00:01:33.686000,0 days 00:01:33.523000,,2019,3
NOR,15.0,0 days 00:01:34.148000,0 days 00:01:33.967000,,2019,3
STR,16.0,0 days 00:01:34.292000,,,2019,3
RUS,17.0,0 days 00:01:35.253000,,,2019,3
KUB,18.0,0 days 00:01:35.281000,,,2019,3
ALB,,,,,2019,3
GIO,,,,,2019,3
BOT,1.0,0 days 00:01:42.026000,0 days 00:01:41.500000,0 days 00:01:40.495000,2019,4
HAM,2.0,0 days 00:01:41.614000,0 days 00:01:41.580000,0 days 00:01:40.554000,2019,4
VET,3.0,0 days 00:01:42.042000,0 days 00:01:41.889000,0 days 00:01:40.797000,2019,4
VER,4.0,0 days 00:01:41.727000,0 days 00:01:41.388000,0 days 00:01:41.069000,2019,4
PER,5.0,0 days 00:01:42.249000,0 days 00:01:41.870000,0 days 00:01:41.593000,2019,4
KVY,6.0,0 days 00:01:42.324000,0 days 00:01:42.221000,0 days 00:01:41.681000,2019,4
NOR,7.0,0 days 00:01:42.371000,0 days 00:01:42.084000,0 days 00:01:41.886000,2019,4
GIO,8.0,0 days 00:01:42.140000,0 days 00:01:42.381000,0 days 00:01:42.424000,2019,4
LEC,9.0,0 days 00:01:41.426000,0 days 00:01:41.995000,,2019,4
SAI,10.0,0 days 00:01:41.936000,0 days 00:01:42.398000,,2019,4
RIC,11.0,0 days 00:01:42.486000,0 days 00:01:42.477000,,2019,4
ALB,12.0,0 days 00:01:42.154000,0 days 00:01:42.494000,,2019,4
MAG,13.0,0 days 00:01:42.382000,0 days 00:01:42.699000,,2019,4
STR,14.0,0 days 00:01:42.630000,,,2019,4
GRO,15.0,0 days 00:01:43.407000,,,2019,4
HUL,16.0,0 days 00:01:43.427000,,,2019,4
RUS,17.0,0 days 00:01:45.062000,,,2019,4
KUB,18.0,0 days 00:01:45.455000,,,2019,4
RAI,19.0,,,,2019,4
GAS,20.0,,,,2019,4
BOT,1.0,0 days 00:01:16.979000,0 days 00:01:15.924000,0 days 00:01:15.406000,2019,5
HAM,2.0,0 days 00:01:17.292000,0 days 00:01:16.038000,0 days 00:01:16.040000,2019,5
VET,3.0,0 days 00:01:17.425000,0 days 00:01:16.667000,0 days 00:01:16.272000,2019,5
VER,4.0,0 days 00:01:17.244000,0 days 00:01:16.726000,0 days 00:01:16.357000,2019,5
LEC,5.0,0 days 00:01:17.388000,0 days 00:01:16.714000,0 days 00:01:16.588000,2019,5
GAS,6.0,0 days 00:01:17.862000,0 days 00:01:16.932000,0 days 00:01:16.708000,2019,5
GRO,7.0,0 days 00:01:18.042000,0 days 00:01:17.066000,0 days 00:01:16.911000,2019,5
MAG,8.0,0 days 00:01:17.669000,0 days 00:01:17.272000,0 days 00:01:16.922000,2019,5
KVY,9.0,0 days 00:01:17.914000,0 days 00:01:17.243000,0 days 00:01:17.573000,2019,5
RIC,10.0,0 days 00:01:18.385000,0 days 00:01:17.299000,0 days 00:01:18.106000,2019,5
NOR,11.0,0 days 00:01:17.611000,0 days 00:01:17.338000,,2019,5
ALB,12.0,0 days 00:01:17.796000,0 days 00:01:17.445000,,2019,5
SAI,13.0,0 days 00:01:17.760000,0 days 00:01:17.599000,,2019,5
RAI,14.0,0 days 00:01:18.132000,0 days 00:01:17.788000,,2019,5
PER,15.0,0 days 00:01:18.286000,0 days 00:01:17.886000,,2019,5
HUL,16.0,0 days 00:01:18.404000,,,2019,5
STR,17.0,0 days 00:01:18.471000,,,2019,5
GIO,18.0,0 days 00:01:18.664000,,,2019,5
RUS,19.0,0 days 00:01:19.072000,,,2019,5
KUB,20.0,0 days 00:01:20.254000,,,2019,5
HAM,1.0,0 days 00:01:11.542000,0 days 00:01:10.835000,0 days 00:01:10.166000,2019,6
BOT,2.0,0 days 00:01:11.562000,0 days 00:01:10.701000,0 days 00:01:10.252000,2019,6
VER,3.0,0 days 00:01:11.597000,0 days 00:01:10.618000,0 days 00:01:10.641000,2019,6
VET,4.0,0 days 00:01:11.434000,0 days 00:01:11.227000,0 days 00:01:10.947000,2019,6
GAS,5.0,0 days 00:01:11.740000,0 days 00:01:11.457000,0 days 00:01:11.041000,2019,6
MAG,6.0,0 days 00:01:11.865000,0 days 00:01:11.363000,0 days 00:01:11.109000,2019,6
RIC,7.0,0 days 00:01:11.767000,0 days 00:01:11.543000,0 days 00:01:11.218000,2019,6
KVY,8.0,0 days 00:01:11.602000,0 days 00:01:11.412000,0 days 00:01:11.271000,2019,6
SAI,9.0,0 days 00:01:11.872000,0 days 00:01:11.608000,0 days 00:01:11.417000,2019,6
ALB,10.0,0 days 00:01:12.007000,0 days 00:01:11.429000,0 days 00:01:11.653000,2019,6
HUL,11.0,0 days 00:01:12.097000,0 days 00:01:11.670000,,2019,6
NOR,12.0,0 days 00:01:11.845000,0 days 00:01:11.724000,,2019,6
GRO,13.0,0 days 00:01:11.837000,0 days 00:01:12.027000,,2019,6
RAI,14.0,0 days 00:01:11.993000,0 days 00:01:12.115000,,2019,6
GIO,15.0,0 days 00:01:11.976000,0 days 00:01:12.185000,,2019,6
LEC,16.0,0 days 00:01:12.149000,,,2019,6
PER,17.0,0 days 00:01:12.233000,,,2019,6
STR,18.0,0 days 00:01:12.846000,,,2019,6
RUS,19.0,0 days 00:01:13.477000,,,2019,6
KUB,20.0,0 days 00:01:13.751000,,,2019,6
VET,1.0,0 days 00:01:11.200000,0 days 00:01:11.142000,0 days 00:01:10.240000,2019,7
HAM,2.0,0 days 00:01:11.518000,0 days 00:01:11.010000,0 days 00:01:10.446000,2019,7
LEC,3.0,0 days 00:01:11.214000,0 days 00:01:11.205000,0 days 00:01:10.920000,2019,7
RIC,4.0,0 days 00:01:11.837000,0 days 00:01:11.532000,0 days 00:01:11.071000,2019,7
GAS,5.0,0 days 00:01:12.023000,0 days 00:01:11.196000,0 days 00:01:11.079000,2019,7
BOT,6.0,0 days 00:01:11.229000,0 days 00:01:11.095000,0 days 00:01:11.101000,2019,7
HUL,7.0,0 days 00:01:11.720000,0 days 00:01:11.553000,0 days 00:01:11.324000,2019,7
NOR,8.0,0 days 00:01:11.780000,0 days 00:01:11.735000,0 days 00:01:11.863000,2019,7
SAI,9.0,0 days 00:01:11.750000,0 days 00:01:11.572000,0 days 00:01:13.981000,2019,7
MAG,10.0,0 days 00:01:12.107000,0 days 00:01:11.786000,,2019,7
VER,11.0,0 days 00:01:11.619000,0 days 00:01:11.800000,,2019,7
KVY,12.0,0 days 00:01:11.965000,0 days 00:01:11.921000,,2019,7
GIO,13.0,0 days 00:01:12.122000,0 days 00:01:12.136000,,2019,7
ALB,14.0,0 days 00:01:12.020000,0 days 00:01:12.193000,,2019,7
GRO,15.0,0 days 00:01:12.109000,,,2019,7
PER,16.0,0 days 00:01:12.197000,,,2019,7
RAI,17.0,0 days 00:01:12.230000,,,2019,7
STR,18.0,0 days 00:01:12.266000,,,2019,7
RUS,19.0,0 days 00:01:13.617000,,,2019,7
KUB,20.0,0 days 00:01:14.393000,,,2019,7
HAM,1.0,0 days 00:01:30.609000,0 days 00:01:29.520000,0 days 00:01:28.319000,2019,8
BOT,2.0,0 days 00:01:30.550000,0 days 00:01:29.437000,0 days 00:01:28.605000,2019,8
LEC,3.0,0 days 00:01:30.647000,0 days 00:01:29.699000,0 days 00:01:28.965000,2019,8
VER,4.0,0 days 00:01:31.327000,0 days 00:01:30.099000,0 days 00:01:29.409000,2019,8
NOR,5.0,0 days 00:01:30.989000,0 days 00:01:30.019000,0 days 00:01:29.418000,2019,8
SAI,6.0,0 days 00:01:31.073000,0 days 00:01:30.319000,0 days 00:01:29.522000,2019,8
VET,7.0,0 days 00:01:31.075000,0 days 00:01:29.506000,0 days 00:01:29.799000,2019,8
RIC,8.0,0 days 00:01:30.954000,0 days 00:01:30.369000,0 days 00:01:29.918000,2019,8
GAS,9.0,0 days 00:01:31.152000,0 days 00:01:30.421000,0 days 00:01:30.184000,2019,8
GIO,10.0,0 days 00:01:31.180000,0 days 00:01:30.408000,0 days 00:01:33.420000,2019,8
ALB,11.0,0 days 00:01:31.445000,0 days 00:01:30.461000,,2019,8
RAI,12.0,0 days 00:01:30.972000,0 days 00:01:30.533000,,2019,8
HUL,13.0,0 days 00:01:30.865000,0 days 00:01:30.544000,,2019,8
PER,14.0,0 days 00:01:30.964000,0 days 00:01:30.738000,,2019,8
MAG,15.0,0 days 00:01:31.166000,0 days 00:01:31.440000,,2019,8
KVY,16.0,0 days 00:01:31.564000,,,2019,8
GRO,17.0,0 days 00:01:31.626000,,,2019,8
STR,18.0,0 days 00:01:31.726000,,,2019,8
RUS,19.0,0 days 00:01:32.789000,,,2019,8
KUB,20.0,0 days 00:01:33.205000,,,2019,8
LEC,1.0,0 days 00:01:04.138000,0 days 00:01:03.378000,0 days 00:01:03.003000,2019,9
HAM,2.0,0 days 00:01:03.818000,0 days 00:01:03.803000,0 days 00:01:03.262000,2019,9
VER,3.0,0 days 00:01:03.807000,0 days 00:01:03.835000,0 days 00:01:03.439000,2019,9
BOT,4.0,0 days 00:01:04.084000,0 days 00:01:03.863000,0 days 00:01:03.537000,2019,9
MAG,5.0,0 days 00:01:04.778000,0 days 00:01:04.466000,0 days 00:01:04.072000,2019,9
NOR,6.0,0 days 00:01:04.361000,0 days 00:01:04.211000,0 days 00:01:04.099000,2019,9
RAI,7.0,0 days 00:01:04.615000,0 days 00:01:04.056000,0 days 00:01:04.166000,2019,9
GIO,8.0,0 days 00:01:04.450000,0 days 00:01:04.194000,0 days 00:01:04.179000,2019,9
GAS,9.0,0 days 00:01:04.412000,0 days 00:01:03.988000,0 days 00:01:04.199000,2019,9
VET,10.0,0 days 00:01:04.430000,0 days 00:01:03.667000,,2019,9
GRO,11.0,0 days 00:01:04.552000,0 days 00:01:04.490000,,2019,9
HUL,12.0,0 days 00:01:04.733000,0 days 00:01:04.516000,,2019,9
ALB,13.0,0 days 00:01:04.708000,0 days 00:01:04.665000,,2019,9
RIC,14.0,0 days 00:01:04.647000,0 days 00:01:04.790000,,2019,9
SAI,15.0,0 days 00:01:04.453000,0 days 00:01:13.601000,,2019,9
PER,16.0,0 days 00:01:04.789000,,,2019,9
STR,17.0,0 days 00:01:04.832000,,,2019,9
KVY,18.0,0 days 00:01:05.324000,,,2019,9
RUS,19.0,0 days 00:01:05.904000,,,2019,9
KUB,20.0,0 days 00:01:06.206000,,,2019,9
BOT,1.0,0 days 00:01:25.750000,0 days 00:01:25.672000,0 days 00:01:25.093000,2019,10
HAM,2.0,0 days 00:01:25.513000,0 days 00:01:25.840000,0 days 00:01:25.099000,2019,10
LEC,3.0,0 days 00:01:25.533000,0 days 00:01:25.546000,0 days 00:01:25.172000,2019,10
VER,4.0,0 days 00:01:25.700000,0 days 00:01:25.848000,0 days 00:01:25.276000,2019,10
GAS,5.0,0 days 00:01:26.273000,0 days 00:01:26.038000,0 days 00:01:25.590000,2019,10
VET,6.0,0 days 00:01:25.898000,0 days 00:01:26.023000,0 days 00:01:25.787000,2019,10
RIC,7.0,0 days 00:01:26.428000,0 days 00:01:26.283000,0 days 00:01:26.182000,2019,10
NOR,8.0,0 days 00:01:26.079000,0 days 00:01:26.385000,0 days 00:01:26.224000,2019,10
ALB,9.0,0 days 00:01:26.482000,0 days 00:01:26.403000,0 days 00:01:26.345000,2019,10
HUL,10.0,0 days 00:01:26.568000,0 days 00:01:26.397000,0 days 00:01:26.386000,2019,10
GIO,11.0,0 days 00:01:26.449000,0 days 00:01:26.519000,,2019,10
RAI,12.0,0 days 00:01:26.558000,0 days 00:01:26.546000,,2019,10
SAI,13.0,0 days 00:01:26.203000,0 days 00:01:26.578000,,2019,10
GRO,14.0,0 days 00:01:26.347000,0 days 00:01:26.757000,,2019,10
PER,15.0,0 days 00:01:26.649000,0 days 00:01:26.928000,,2019,10
MAG,16.0,0 days 00:01:26.662000,,,2019,10
KVY,17.0,0 days 00:01:26.721000,,,2019,10
STR,18.0,0 days 00:01:26.762000,,,2019,10
RUS,19.0,0 days 00:01:27.789000,,,2019,10
KUB,20.0,0 days 00:01:28.257000,,,2019,10
HAM,1.0,0 days 00:01:12.852000,0 days 00:01:12.149000,0 days 00:01:11.767000,2019,11
VER,2.0,0 days 00:01:12.593000,0 days 00:01:12.427000,0 days 00:01:12.113000,2019,11
BOT,3.0,0 days 00:01:13.075000,0 days 00:01:12.424000,0 days 00:01:12.129000,2019,11
GAS,4.0,0 days 00:01:12.991000,0 days 00:01:12.385000,0 days 00:01:12.522000,2019,11
RAI,5.0,0 days 00:01:13.066000,0 days 00:01:12.519000,0 days 00:01:12.538000,2019,11
GRO,6.0,0 days 00:01:13.146000,0 days 00:01:12.769000,0 days 00:01:12.851000,2019,11
SAI,7.0,0 days 00:01:13.221000,0 days 00:01:12.632000,0 days 00:01:12.897000,2019,11
PER,8.0,0 days 00:01:13.194000,0 days 00:01:12.776000,0 days 00:01:13.065000,2019,11
HUL,9.0,0 days 00:01:13.186000,0 days 00:01:12.766000,0 days 00:01:13.126000,2019,11
LEC,10.0,0 days 00:01:12.229000,0 days 00:01:12.344000,,2019,11
GIO,11.0,0 days 00:01:13.170000,0 days 00:01:12.786000,,2019,11
MAG,12.0,0 days 00:01:13.103000,0 days 00:01:12.789000,,2019,11
RIC,13.0,0 days 00:01:13.131000,0 days 00:01:12.799000,,2019,11
KVY,14.0,0 days 00:01:13.278000,0 days 00:01:13.135000,,2019,11
STR,15.0,0 days 00:01:13.256000,0 days 00:01:13.450000,,2019,11
NOR,16.0,0 days 00:01:13.333000,,,2019,11
ALB,17.0,0 days 00:01:13.461000,,,2019,11
RUS,18.0,0 days 00:01:14.721000,,,2019,11
KUB,19.0,0 days 00:01:14.839000,,,2019,11
VET,20.0,,,,2019,11
VER,1.0,0 days 00:01:15.817000,0 days 00:01:15.573000,0 days 00:01:14.572000,2019,12
BOT,2.0,0 days 00:01:16.078000,0 days 00:01:15.669000,0 days 00:01:14.590000,2019,12
HAM,3.0,0 days 00:01:16.068000,0 days 00:01:15.548000,0 days 00:01:14.769000,2019,12
LEC,4.0,0 days 00:01:16.337000,0 days 00:01:15.792000,0 days 00:01:15.043000,2019,12
VET,5.0,0 days 00:01:16.452000,0 days 00:01:15.885000,0 days 00:01:15.071000,2019,12
GAS,6.0,0 days 00:01:16.716000,0 days 00:01:16.393000,0 days 00:01:15.450000,2019,12
NOR,7.0,0 days 00:01:16.697000,0 days 00:01:16.060000,0 days 00:01:15.800000,2019,12
SAI,8.0,0 days 00:01:16.493000,0 days 00:01:16.308000,0 days 00:01:15.852000,2019,12
GRO,9.0,0 days 00:01:16.978000,0 days 00:01:16.319000,0 days 00:01:16.013000,2019,12
RAI,10.0,0 days 00:01:16.506000,0 days 00:01:16.518000,0 days 00:01:16.041000,2019,12
HUL,11.0,0 days 00:01:16.790000,0 days 00:01:16.565000,,2019,12
ALB,12.0,0 days 00:01:16.912000,0 days 00:01:16.687000,,2019,12
KVY,13.0,0 days 00:01:16.750000,0 days 00:01:16.692000,,2019,12
GIO,14.0,0 days 00:01:16.894000,0 days 00:01:16.804000,,2019,12
MAG,15.0,0 days 00:01:16.122000,0 days 00:01:17.081000,,2019,12
RUS,16.0,0 days 00:01:17.031000,,,2019,12
PER,17.0,0 days 00:01:17.109000,,,2019,12
RIC,18.0,0 days 00:01:17.257000,,,2019,12
STR,19.0,0 days 00:01:17.542000,,,2019,12
KUB,20.0,0 days 00:01:18.324000,,,2019,12
LEC,1.0,0 days 00:01:43.587000,0 days 00:01:42.938000,0 days 00:01:42.519000,2019,13
VET,2.0,0 days 00:01:44.109000,0 days 00:01:43.037000,0 days 00:01:43.267000,2019,13
HAM,3.0,0 days 00:01:45.260000,0 days 00:01:43.592000,0 days 00:01:43.282000,2019,13
